Rep,Run,Shelf,Plate,Line,Trt,start date,start time,end date,end time,start,end,end germ,end disease,germ,disease,,
4,7,5,161,81-2,20,11/12/16,12:00:00 AM,12/2/16,9:00 PM,445,501,8,0,0,0,,
4,7,5,161,81-2,20,,,,,501,Inf,9,1,1,1,,
4,7,5,162,126-2,20,11/12/16,12:00:00 AM,11/14/16,11:30:00 AM,0,59.5,0,0,0,0,,
4,7,5,162,126-2,20,11/12/16,12:00:00 AM,11/16/16,11:20:00 AM,59.5,107.3333333,0,0,0,0,,
4,7,5,162,126-2,20,11/12/16,12:00:00 AM,11/18/16,9:45:00 AM,107.3333333,153.75,0,0,0,0,,
4,7,5,162,126-2,20,11/12/16,12:00:00 AM,11/20/16,11:40:00 AM,153.75,203.6666667,0,0,0,0,,
4,7,5,162,126-2,20,11/12/16,12:00:00 AM,11/22/16,1:00:00 PM,203.6666667,253,1,0,1,0,,
4,7,5,162,126-2,20,11/12/16,12:00:00 AM,11/24/16,10:45:00 AM,253,298.75,1,0,0,0,,
4,7,5,162,126-2,20,11/12/16,12:00:00 AM,11/26/16,8:45:00 AM,298.75,344.75,1,0,0,0,,
4,7,5,162,126-2,20,11/12/16,12:00:00 AM,11/28/16,12:00:00 PM,344.75,396,1,0,0,0,,
4,7,5,162,126-2,20,11/12/16,12:00:00 AM,11/30/16,1:00:00 PM,396,445,1,0,0,0,,
4,7,5,162,126-2,20,11/12/16,12:00:00 AM,12/2/16,10:45 PM,445,502.75,1,0,0,0,,
4,7,5,162,126-2,20,,,,,502.75,Inf,8,2,7,2,,
4,7,5,163,131-1,10,11/12/16,12:00:00 AM,11/14/16,11:30:00 AM,0,59.5,0,0,0,0,,
4,7,5,163,131-1,10,11/12/16,12:00:00 AM,11/16/16,11:20:00 AM,59.5,107.3333333,0,0,0,0,,
4,7,5,163,131-1,10,11/12/16,12:00:00 AM,11/18/16,9:45:00 AM,107.3333333,153.75,1,2,1,2,,
4,7,5,163,131-1,10,11/12/16,12:00:00 AM,11/20/16,11:40:00 AM,153.75,203.6666667,1,2,0,0,,
4,7,5,163,131-1,10,11/12/16,12:00:00 AM,11/22/16,1:00:00 PM,203.6666667,253,1,2,0,0,,
4,7,5,163,131-1,10,11/12/16,12:00:00 AM,11/24/16,10:45:00 AM,253,298.75,1,5,0,3,,
4,7,5,163,131-1,10,11/12/16,12:00:00 AM,11/26/16,8:45:00 AM,298.75,344.75,1,5,0,0,,
4,7,5,163,131-1,10,11/12/16,12:00:00 AM,11/28/16,12:00:00 PM,344.75,396,1,9,0,4,,
4,7,5,163,131-1,10,11/12/16,12:00:00 AM,11/30/16,1:00:00 PM,396,445,1,9,0,0,,
4,7,5,163,131-1,10,11/12/16,12:00:00 AM,12/2/16,10:45 PM,445,502.75,1,9,0,0,,
4,7,5,163,131-1,10,,,,,502.75,Inf,1,9,0,0,,
4,7,5,164,Johnny's,20,11/12/16,12:00:00 AM,11/14/16,11:30:00 AM,0,59.5,0,0,0,0,,
4,7,5,164,Johnny's,20,11/12/16,12:00:00 AM,11/16/16,11:20:00 AM,59.5,107.3333333,0,0,0,0,,
4,7,5,164,Johnny's,20,11/12/16,12:00:00 AM,11/18/16,9:45:00 AM,107.3333333,153.75,0,0,0,0,,
4,7,5,164,Johnny's,20,11/12/16,12:00:00 AM,11/20/16,11:40:00 AM,153.75,203.6666667,0,0,0,0,,
4,7,5,164,Johnny's,20,11/12/16,12:00:00 AM,11/22/16,1:00:00 PM,203.6666667,253,0,0,0,0,,
4,7,5,164,Johnny's,20,11/12/16,12:00:00 AM,11/24/16,10:45:00 AM,253,298.75,0,0,0,0,,
4,7,5,164,Johnny's,20,11/12/16,12:00:00 AM,11/26/16,8:45:00 AM,298.75,344.75,1,0,1,0,,
4,7,5,164,Johnny's,20,11/12/16,12:00:00 AM,11/28/16,12:00:00 PM,344.75,396,1,0,0,0,,
4,7,5,164,Johnny's,20,11/12/16,12:00:00 AM,11/30/16,1:00:00 PM,396,445,1,0,0,0,,
4,7,5,164,Johnny's,20,11/12/16,12:00:00 AM,12/2/16,9:00 PM,445,501,1,0,0,0,,
4,7,5,164,Johnny's,20,,,,,501,Inf,5,5,4,5,,
4,7,5,165,148-2,20,11/12/16,12:00:00 AM,11/14/16,11:30:00 AM,0,59.5,0,0,0,0,,
4,7,5,165,148-2,20,11/12/16,12:00:00 AM,11/16/16,11:20:00 AM,59.5,107.3333333,0,0,0,0,,
4,7,5,165,148-2,20,11/12/16,12:00:00 AM,11/18/16,9:45:00 AM,107.3333333,153.75,0,0,0,0,,
4,7,5,165,148-2,20,11/12/16,12:00:00 AM,11/20/16,11:40:00 AM,153.75,203.6666667,0,0,0,0,,
4,7,5,165,148-2,20,11/12/16,12:00:00 AM,11/22/16,1:00:00 PM,203.6666667,253,0,0,0,0,,
4,7,5,165,148-2,20,11/12/16,12:00:00 AM,11/24/16,10:45:00 AM,253,298.75,0,0,0,0,,
4,7,5,165,148-2,20,11/12/16,12:00:00 AM,11/26/16,8:45:00 AM,298.75,344.75,1,0,1,0,,
4,7,5,165,148-2,20,11/12/16,12:00:00 AM,11/28/16,12:00:00 PM,344.75,396,1,0,0,0,,
4,7,5,165,148-2,20,11/12/16,12:00:00 AM,11/30/16,1:00:00 PM,396,445,1,0,0,0,,
4,7,5,165,148-2,20,11/12/16,12:00:00 AM,12/2/16,9:00 PM,445,501,1,0,0,0,,
4,7,5,165,148-2,20,,,,,501,Inf,9,1,8,1,,
4,7,5,166,177-2,10,11/12/16,12:00:00 AM,11/14/16,11:30:00 AM,0,59.5,0,0,0,0,,
4,7,5,166,177-2,10,11/12/16,12:00:00 AM,11/16/16,11:20:00 AM,59.5,107.3333333,5,0,5,0,,
4,7,5,166,177-2,10,11/12/16,12:00:00 AM,11/18/16,9:45:00 AM,107.3333333,153.75,5,0,0,0,,
4,7,5,166,177-2,10,11/12/16,12:00:00 AM,11/20/16,11:40:00 AM,153.75,203.6666667,5,0,0,0,,
4,7,5,166,177-2,10,11/12/16,12:00:00 AM,11/22/16,1:00:00 PM,203.6666667,253,6,0,1,0,,
4,7,5,166,177-2,10,11/12/16,12:00:00 AM,11/24/16,10:45:00 AM,253,298.75,6,0,0,0,,
4,7,5,166,177-2,10,11/12/16,12:00:00 AM,11/26/16,8:45:00 AM,298.75,344.75,6,0,0,0,,
4,7,5,166,177-2,10,11/12/16,12:00:00 AM,11/28/16,12:00:00 PM,344.75,396,6,0,0,0,,
4,7,5,166,177-2,10,11/12/16,12:00:00 AM,11/30/16,1:00:00 PM,396,445,6,0,0,0,,
4,7,5,166,177-2,10,11/12/16,12:00:00 AM,12/2/16,9:00 PM,445,501,8,0,2,0,,
4,7,5,166,177-2,10,,,,,501,Inf,8,2,0,2,,
4,7,5,167,165-1,10,11/12/16,12:00:00 AM,11/14/16,11:30:00 AM,0,59.5,0,0,0,0,,
4,7,5,167,165-1,10,11/12/16,12:00:00 AM,11/16/16,11:20:00 AM,59.5,107.3333333,0,0,0,0,,
4,7,5,167,165-1,10,11/12/16,12:00:00 AM,11/18/16,9:45:00 AM,107.3333333,153.75,4,0,4,0,,
4,7,5,167,165-1,10,11/12/16,12:00:00 AM,11/20/16,11:40:00 AM,153.75,203.6666667,7,0,3,0,,
4,7,5,167,165-1,10,11/12/16,12:00:00 AM,11/22/16,1:00:00 PM,203.6666667,253,7,0,0,0,,
4,7,5,167,165-1,10,11/12/16,12:00:00 AM,11/24/16,10:45:00 AM,253,298.75,7,0,0,0,,
4,7,5,167,165-1,10,11/12/16,12:00:00 AM,11/26/16,8:45:00 AM,298.75,344.75,7,0,0,0,,
4,7,5,167,165-1,10,11/12/16,12:00:00 AM,11/28/16,12:00:00 PM,344.75,396,7,0,0,0,,
4,7,5,167,165-1,10,11/12/16,12:00:00 AM,11/30/16,1:00:00 PM,396,445,7,0,0,0,,
4,7,5,167,165-1,10,11/12/16,12:00:00 AM,12/2/16,9:00 PM,445,501,7,0,0,0,,
4,7,5,167,165-1,10,,,,,501,Inf,7,3,0,3,,
4,7,5,169,190-1,0,11/12/16,12:00:00 AM,11/14/16,11:30:00 AM,0,59.5,0,0,0,0,,
4,7,5,169,190-1,0,11/12/16,12:00:00 AM,11/16/16,11:20:00 AM,59.5,107.3333333,0,0,0,0,,
4,7,5,169,190-1,0,11/12/16,12:00:00 AM,11/18/16,9:45:00 AM,107.3333333,153.75,0,0,0,0,,
4,7,5,169,190-1,0,11/12/16,12:00:00 AM,11/20/16,11:40:00 AM,153.75,203.6666667,1,0,1,0,,
4,7,5,169,190-1,0,11/12/16,12:00:00 AM,11/22/16,1:00:00 PM,203.6666667,253,1,0,0,0,,
4,7,5,169,190-1,0,11/12/16,12:00:00 AM,11/24/16,10:45:00 AM,253,298.75,3,0,2,0,,
4,7,5,169,190-1,0,11/12/16,12:00:00 AM,11/26/16,8:45:00 AM,298.75,344.75,5,0,2,0,,
4,7,5,169,190-1,0,11/12/16,12:00:00 AM,11/28/16,12:00:00 PM,344.75,396,7,0,2,0,,
4,7,5,169,190-1,0,11/12/16,12:00:00 AM,11/30/16,1:00:00 PM,396,445,7,0,0,0,,
4,7,5,169,190-1,0,11/12/16,12:00:00 AM,12/2/16,9:00 PM,445,501,7,0,0,0,,
4,7,5,169,190-1,0,,,,,501,Inf,7,3,0,3,,
4,7,5,170,129-1,20,11/12/16,12:00:00 AM,11/14/16,11:30:00 AM,0,59.5,NA,NA,NA,NA,,
4,7,5,170,129-1,20,11/12/16,12:00:00 AM,11/16/16,11:20:00 AM,59.5,107.3333333,NA,NA,NA,NA,,
4,7,5,170,129-1,20,11/12/16,12:00:00 AM,11/18/16,9:45:00 AM,107.3333333,153.75,NA,NA,NA,NA,,
4,7,5,170,129-1,20,11/12/16,12:00:00 AM,11/20/16,11:40:00 AM,153.75,203.6666667,NA,NA,NA,NA,,
4,7,5,170,129-1,20,11/12/16,12:00:00 AM,11/22/16,1:00:00 PM,203.6666667,253,NA,NA,NA,NA,,
4,7,5,170,129-1,20,11/12/16,12:00:00 AM,11/24/16,10:45:00 AM,253,298.75,NA,NA,NA,NA,,
4,7,5,170,129-1,20,11/12/16,12:00:00 AM,11/26/16,8:45:00 AM,298.75,344.75,NA,NA,NA,NA,,
4,7,5,170,129-1,20,11/12/16,12:00:00 AM,11/28/16,12:00:00 PM,344.75,396,NA,NA,NA,NA,,
4,7,5,170,129-1,20,11/12/16,12:00:00 AM,11/30/16,1:00:00 PM,396,445,NA,NA,NA,NA,,
4,7,5,170,129-1,20,11/12/16,12:00:00 AM,12/2/16,10:45 PM,445,502.75,NA,NA,NA,NA,,
4,7,5,170,129-1,20,,,,,502.75,Inf,NA,NA,NA,NA,,
4,7,5,171,177-2,20,11/12/16,12:00:00 AM,11/14/16,11:30:00 AM,0,59.5,0,0,0,0,,
4,7,5,171,177-2,20,11/12/16,12:00:00 AM,11/16/16,11:20:00 AM,59.5,107.3333333,0,0,0,0,,
4,7,5,171,177-2,20,11/12/16,12:00:00 AM,11/18/16,9:45:00 AM,107.3333333,153.75,0,0,0,0,,
4,7,5,171,177-2,20,11/12/16,12:00:00 AM,11/20/16,11:40:00 AM,153.75,203.6666667,0,0,0,0,,
4,7,5,171,177-2,20,11/12/16,12:00:00 AM,11/22/16,1:00:00 PM,203.6666667,253,2,0,2,0,,
4,7,5,171,177-2,20,11/12/16,12:00:00 AM,11/24/16,10:45:00 AM,253,298.75,2,0,0,0,,
4,7,5,171,177-2,20,11/12/16,12:00:00 AM,11/26/16,8:45:00 AM,298.75,344.75,2,0,0,0,,
4,7,5,171,177-2,20,11/12/16,12:00:00 AM,11/28/16,12:00:00 PM,344.75,396,3,0,1,0,,
4,7,5,171,177-2,20,11/12/16,12:00:00 AM,11/30/16,1:00:00 PM,396,445,3,0,0,0,,
4,7,5,171,177-2,20,11/12/16,12:00:00 AM,12/2/16,9:00 PM,445,501,3,0,0,0,,
4,7,5,171,177-2,20,,,,,501,Inf,3,7,0,7,,
4,7,5,172,104-1,10,11/12/16,12:00:00 AM,11/14/16,11:30:00 AM,0,59.5,0,0,0,0,,
4,7,5,172,104-1,10,11/12/16,12:00:00 AM,11/16/16,11:20:00 AM,59.5,107.3333333,0,0,0,0,,
4,7,5,172,104-1,10,11/12/16,12:00:00 AM,11/18/16,9:45:00 AM,107.3333333,153.75,3,2,3,2,,
4,7,5,172,104-1,10,11/12/16,12:00:00 AM,11/20/16,11:40:00 AM,153.75,203.6666667,4,2,1,0,,
4,7,5,172,104-1,10,11/12/16,12:00:00 AM,11/22/16,1:00:00 PM,203.6666667,253,4,2,0,0,,
4,7,5,172,104-1,10,11/12/16,12:00:00 AM,11/24/16,10:45:00 AM,253,298.75,4,2,0,0,,
4,7,5,172,104-1,10,11/12/16,12:00:00 AM,11/26/16,8:45:00 AM,298.75,344.75,4,2,0,0,,
4,7,5,172,104-1,10,11/12/16,12:00:00 AM,11/28/16,12:00:00 PM,344.75,396,4,2,0,0,,
4,7,5,172,104-1,10,11/12/16,12:00:00 AM,11/30/16,1:00:00 PM,396,445,4,2,0,0,,
4,7,5,172,104-1,10,11/12/16,12:00:00 AM,12/2/16,10:45 PM,445,502.75,4,2,0,0,,
4,7,5,172,104-1,10,,,,,502.75,Inf,4,6,0,4,,
4,7,5,174,152-1,20,11/12/16,12:00:00 AM,11/14/16,11:30:00 AM,0,59.5,0,0,0,0,,
4,7,5,174,152-1,20,11/12/16,12:00:00 AM,11/16/16,11:20:00 AM,59.5,107.3333333,0,0,0,0,,
4,7,5,174,152-1,20,11/12/16,12:00:00 AM,11/18/16,9:45:00 AM,107.3333333,153.75,0,0,0,0,,
4,7,5,174,152-1,20,11/12/16,12:00:00 AM,11/20/16,11:40:00 AM,153.75,203.6666667,1,0,1,0,,
4,7,5,174,152-1,20,11/12/16,12:00:00 AM,11/22/16,1:00:00 PM,203.6666667,253,3,0,2,0,,
4,7,5,174,152-1,20,11/12/16,12:00:00 AM,11/24/16,10:45:00 AM,253,298.75,3,0,0,0,,
4,7,5,174,152-1,20,11/12/16,12:00:00 AM,11/26/16,8:45:00 AM,298.75,344.75,4,0,1,0,,
4,7,5,174,152-1,20,11/12/16,12:00:00 AM,11/28/16,12:00:00 PM,344.75,396,4,2,0,2,,
4,7,5,174,152-1,20,11/12/16,12:00:00 AM,11/30/16,1:00:00 PM,396,445,4,2,0,0,,
4,7,5,174,152-1,20,11/12/16,12:00:00 AM,12/2/16,9:00 PM,445,501,4,2,0,0,,
4,7,5,174,152-1,20,,,,,501,Inf,6,4,2,2,,
4,7,5,175,126-1,15,11/12/16,12:00:00 AM,11/14/16,11:30:00 AM,0,59.5,0,0,0,0,,
4,7,5,175,126-1,15,11/12/16,12:00:00 AM,11/16/16,11:20:00 AM,59.5,107.3333333,0,0,0,0,,
4,7,5,175,126-1,15,11/12/16,12:00:00 AM,11/18/16,9:45:00 AM,107.3333333,153.75,0,0,0,0,,
4,7,5,175,126-1,15,11/12/16,12:00:00 AM,11/20/16,11:40:00 AM,153.75,203.6666667,0,0,0,0,,
4,7,5,175,126-1,15,11/12/16,12:00:00 AM,11/22/16,1:00:00 PM,203.6666667,253,1,0,1,0,,
4,7,5,175,126-1,15,11/12/16,12:00:00 AM,11/24/16,10:45:00 AM,253,298.75,2,0,1,0,,
4,7,5,175,126-1,15,11/12/16,12:00:00 AM,11/26/16,8:45:00 AM,298.75,344.75,2,0,0,0,,
4,7,5,175,126-1,15,11/12/16,12:00:00 AM,11/28/16,12:00:00 PM,344.75,396,2,0,0,0,,
4,7,5,175,126-1,15,11/12/16,12:00:00 AM,11/30/16,1:00:00 PM,396,445,2,0,0,0,,
4,7,5,175,126-1,15,11/12/16,12:00:00 AM,12/2/16,10:45 PM,445,502.75,2,0,0,0,,
4,7,5,175,126-1,15,,,,,502.75,Inf,5,5,3,5,,
4,7,5,176,135-1,20,11/12/16,12:00:00 AM,11/14/16,11:30:00 AM,0,59.5,0,0,0,0,,
4,7,5,176,135-1,20,11/12/16,12:00:00 AM,11/16/16,11:20:00 AM,59.5,107.3333333,0,0,0,0,,
4,7,5,176,135-1,20,11/12/16,12:00:00 AM,11/18/16,9:45:00 AM,107.3333333,153.75,0,0,0,0,,
4,7,5,176,135-1,20,11/12/16,12:00:00 AM,11/20/16,11:40:00 AM,153.75,203.6666667,0,0,0,0,,
4,7,5,176,135-1,20,11/12/16,12:00:00 AM,11/22/16,1:00:00 PM,203.6666667,253,1,0,1,0,,
4,7,5,176,135-1,20,11/12/16,12:00:00 AM,11/24/16,10:45:00 AM,253,298.75,1,0,0,0,,
4,7,5,176,135-1,20,11/12/16,12:00:00 AM,11/26/16,8:45:00 AM,298.75,344.75,2,0,1,0,,
4,7,5,176,135-1,20,11/12/16,12:00:00 AM,11/28/16,12:00:00 PM,344.75,396,4,1,2,1,,
4,7,5,176,135-1,20,11/12/16,12:00:00 AM,11/30/16,1:00:00 PM,396,445,4,1,0,0,,
4,7,5,176,135-1,20,11/12/16,12:00:00 AM,12/2/16,9:00 PM,445,501,4,6,0,5,,
4,7,5,176,135-1,20,,,,,501,Inf,4,6,0,0,,
4,7,5,177,186-1,10,11/12/16,12:00:00 AM,11/14/16,11:30:00 AM,0,59.5,0,0,0,0,,
4,7,5,177,186-1,10,11/12/16,12:00:00 AM,11/16/16,11:20:00 AM,59.5,107.3333333,6,0,6,0,,
4,7,5,177,186-1,10,11/12/16,12:00:00 AM,11/18/16,9:45:00 AM,107.3333333,153.75,6,0,0,0,,
4,7,5,177,186-1,10,11/12/16,12:00:00 AM,11/20/16,11:40:00 AM,153.75,203.6666667,6,0,0,0,,
4,7,5,177,186-1,10,11/12/16,12:00:00 AM,11/22/16,1:00:00 PM,203.6666667,253,6,0,0,0,,
4,7,5,177,186-1,10,11/12/16,12:00:00 AM,11/24/16,10:45:00 AM,253,298.75,6,0,0,0,,
4,7,5,177,186-1,10,11/12/16,12:00:00 AM,11/26/16,8:45:00 AM,298.75,344.75,6,0,0,0,,
4,7,5,177,186-1,10,11/12/16,12:00:00 AM,11/28/16,12:00:00 PM,344.75,396,6,0,0,0,,
4,7,5,177,186-1,10,11/12/16,12:00:00 AM,11/30/16,1:00:00 PM,396,445,6,4,0,4,,
4,7,5,177,186-1,10,11/12/16,12:00:00 AM,12/2/16,9:00 PM,445,501,6,4,0,0,,
4,7,5,177,186-1,10,,,,,501,Inf,6,4,0,0,,
4,7,5,178,100-1,15,11/12/16,12:00:00 AM,11/14/16,11:30:00 AM,0,59.5,0,0,0,0,,
4,7,5,178,100-1,15,11/12/16,12:00:00 AM,11/16/16,11:20:00 AM,59.5,107.3333333,0,0,0,0,,
4,7,5,178,100-1,15,11/12/16,12:00:00 AM,11/18/16,9:45:00 AM,107.3333333,153.75,0,0,0,0,,
4,7,5,178,100-1,15,11/12/16,12:00:00 AM,11/20/16,11:40:00 AM,153.75,203.6666667,0,0,0,0,,
4,7,5,178,100-1,15,11/12/16,12:00:00 AM,11/22/16,1:00:00 PM,203.6666667,253,0,0,0,0,,
4,7,5,178,100-1,15,11/12/16,12:00:00 AM,11/24/16,10:45:00 AM,253,298.75,0,0,0,0,,
4,7,5,178,100-1,15,11/12/16,12:00:00 AM,11/26/16,8:45:00 AM,298.75,344.75,0,0,0,0,,
4,7,5,178,100-1,15,11/12/16,12:00:00 AM,11/28/16,12:00:00 PM,344.75,396,0,0,0,0,,
4,7,5,178,100-1,15,11/12/16,12:00:00 AM,11/30/16,1:00:00 PM,396,445,0,0,0,0,,
4,7,5,178,100-1,15,11/12/16,12:00:00 AM,12/2/16,8:00:00 PM,445,500,0,0,0,0,,
4,7,5,178,100-1,15,,,,,500,Inf,7,3,7,3,,
4,7,5,179,75-1,10,11/12/16,12:00:00 AM,11/14/16,11:30:00 AM,0,59.5,0,0,0,0,,
4,7,5,179,75-1,10,11/12/16,12:00:00 AM,11/16/16,11:20:00 AM,59.5,107.3333333,1,0,1,0,,
4,7,5,179,75-1,10,11/12/16,12:00:00 AM,11/18/16,9:45:00 AM,107.3333333,153.75,1,0,0,0,,
4,7,5,179,75-1,10,11/12/16,12:00:00 AM,11/20/16,11:40:00 AM,153.75,203.6666667,1,0,0,0,,
4,7,5,179,75-1,10,11/12/16,12:00:00 AM,11/22/16,1:00:00 PM,203.6666667,253,1,0,0,0,,
4,7,5,179,75-1,10,11/12/16,12:00:00 AM,11/24/16,10:45:00 AM,253,298.75,1,0,0,0,,
4,7,5,179,75-1,10,11/12/16,12:00:00 AM,11/26/16,8:45:00 AM,298.75,344.75,3,0,2,0,,
4,7,5,179,75-1,10,11/12/16,12:00:00 AM,11/28/16,12:00:00 PM,344.75,396,8,0,5,0,,
4,7,5,179,75-1,10,11/12/16,12:00:00 AM,11/30/16,1:00:00 PM,396,445,9,1,1,1,,
4,7,5,179,75-1,10,11/12/16,12:00:00 AM,12/2/16,9:00 PM,445,501,9,1,0,0,,
4,7,5,179,75-1,10,,,,,501,Inf,9,1,0,0,,
4,7,5,180,217-2,0,11/12/16,12:00:00 AM,11/14/16,11:30:00 AM,0,59.5,0,0,0,0,,
4,7,5,180,217-2,0,11/12/16,12:00:00 AM,11/16/16,11:20:00 AM,59.5,107.3333333,2,0,2,0,,
4,7,5,180,217-2,0,11/12/16,12:00:00 AM,11/18/16,9:45:00 AM,107.3333333,153.75,5,0,3,0,,
4,7,5,180,217-2,0,11/12/16,12:00:00 AM,11/20/16,11:40:00 AM,153.75,203.6666667,8,0,3,0,,
4,7,5,180,217-2,0,11/12/16,12:00:00 AM,11/22/16,1:00:00 PM,203.6666667,253,9,0,1,0,,
4,7,5,180,217-2,0,11/12/16,12:00:00 AM,11/24/16,10:45:00 AM,253,298.75,10,0,1,0,,
4,7,5,180,217-2,0,11/12/16,12:00:00 AM,11/26/16,8:45:00 AM,298.75,344.75,10,0,0,0,,
4,7,5,180,217-2,0,11/12/16,12:00:00 AM,11/28/16,12:00:00 PM,344.75,396,10,0,0,0,,
4,7,5,180,217-2,0,11/12/16,12:00:00 AM,11/30/16,1:00:00 PM,396,445,10,0,0,0,,
4,7,5,180,217-2,0,11/12/16,12:00:00 AM,12/2/16,9:00 PM,445,501,10,0,0,0,,
4,7,5,180,217-2,0,,,,,501,Inf,10,0,0,0,,
4,7,6,181,100-1,10,11/12/16,12:00:00 AM,11/14/16,11:30:00 AM,0,59.5,0,0,0,0,,
4,7,6,181,100-1,10,11/12/16,12:00:00 AM,11/16/16,11:20:00 AM,59.5,107.3333333,0,0,0,0,,
4,7,6,181,100-1,10,11/12/16,12:00:00 AM,11/18/16,9:45:00 AM,107.3333333,153.75,1,0,1,0,,
4,7,6,181,100-1,10,11/12/16,12:00:00 AM,11/20/16,11:40:00 AM,153.75,203.6666667,1,0,0,0,,
4,7,6,181,100-1,10,11/12/16,12:00:00 AM,11/22/16,1:00:00 PM,203.6666667,253,2,0,1,0,,
4,7,6,181,100-1,10,11/12/16,12:00:00 AM,11/24/16,10:45:00 AM,253,298.75,5,0,3,0,,
4,7,6,181,100-1,10,11/12/16,12:00:00 AM,11/26/16,8:45:00 AM,298.75,344.75,5,0,0,0,,
4,7,6,181,100-1,10,11/12/16,12:00:00 AM,11/28/16,12:00:00 PM,344.75,396,5,0,0,0,,
4,7,6,181,100-1,10,11/12/16,12:00:00 AM,11/30/16,1:00:00 PM,396,445,5,1,0,1,,
4,7,6,181,100-1,10,11/12/16,12:00:00 AM,12/2/16,10:45 PM,445,502.75,6,1,1,0,,
4,7,6,181,100-1,10,,,,,502.75,Inf,6,4,0,3,,
4,7,6,182,168-2,15,11/12/16,12:00:00 AM,11/14/16,11:30:00 AM,0,59.5,0,0,0,0,,
4,7,6,182,168-2,15,11/12/16,12:00:00 AM,11/16/16,11:20:00 AM,59.5,107.3333333,1,0,1,0,,
4,7,6,182,168-2,15,11/12/16,12:00:00 AM,11/18/16,9:45:00 AM,107.3333333,153.75,2,0,1,0,,
4,7,6,182,168-2,15,11/12/16,12:00:00 AM,11/20/16,11:40:00 AM,153.75,203.6666667,3,0,1,0,,
4,7,6,182,168-2,15,11/12/16,12:00:00 AM,11/22/16,1:00:00 PM,203.6666667,253,4,0,1,0,,
4,7,6,182,168-2,15,11/12/16,12:00:00 AM,11/24/16,10:45:00 AM,253,298.75,5,1,1,1,,
4,7,6,182,168-2,15,11/12/16,12:00:00 AM,11/26/16,8:45:00 AM,298.75,344.75,6,1,1,0,,
4,7,6,182,168-2,15,11/12/16,12:00:00 AM,11/28/16,12:00:00 PM,344.75,396,6,1,0,0,,
4,7,6,182,168-2,15,11/12/16,12:00:00 AM,11/30/16,1:00:00 PM,396,445,6,1,0,0,,
4,7,6,182,168-2,15,11/12/16,12:00:00 AM,12/2/16,9:00 PM,445,501,6,1,0,0,,
4,7,6,182,168-2,15,,,,,501,Inf,8,2,2,1,,
4,7,6,183,Johnny's,15,11/12/16,12:00:00 AM,11/14/16,11:30:00 AM,0,59.5,NA,NA,NA,NA,,
4,7,6,183,Johnny's,15,11/12/16,12:00:00 AM,11/16/16,11:20:00 AM,59.5,107.3333333,NA,NA,NA,NA,,
4,7,6,183,Johnny's,15,11/12/16,12:00:00 AM,11/18/16,9:45:00 AM,107.3333333,153.75,NA,NA,NA,NA,,
4,7,6,183,Johnny's,15,11/12/16,12:00:00 AM,11/20/16,11:40:00 AM,153.75,203.6666667,NA,NA,NA,NA,,
4,7,6,183,Johnny's,15,11/12/16,12:00:00 AM,11/22/16,1:00:00 PM,203.6666667,253,NA,NA,NA,NA,,
4,7,6,183,Johnny's,15,11/12/16,12:00:00 AM,11/24/16,10:45:00 AM,253,298.75,NA,NA,NA,NA,,
4,7,6,183,Johnny's,15,11/12/16,12:00:00 AM,11/26/16,8:45:00 AM,298.75,344.75,NA,NA,NA,NA,,
4,7,6,183,Johnny's,15,11/12/16,12:00:00 AM,11/28/16,12:00:00 PM,344.75,396,NA,NA,NA,NA,,
4,7,6,183,Johnny's,15,11/12/16,12:00:00 AM,11/30/16,1:00:00 PM,396,445,NA,NA,NA,NA,,
4,7,6,183,Johnny's,15,11/12/16,12:00:00 AM,12/2/16,9:00 PM,445,501,NA,NA,NA,NA,,
4,7,6,183,Johnny's,15,,,,,501,Inf,NA,NA,NA,NA,,
4,7,6,184,91-1,0,11/12/16,12:00:00 AM,11/14/16,11:30:00 AM,0,59.5,0,0,0,0,,
4,7,6,184,91-1,0,11/12/16,12:00:00 AM,11/16/16,11:20:00 AM,59.5,107.3333333,0,0,0,0,,
4,7,6,184,91-1,0,11/12/16,12:00:00 AM,11/18/16,9:45:00 AM,107.3333333,153.75,0,0,0,0,,
4,7,6,184,91-1,0,11/12/16,12:00:00 AM,11/20/16,11:40:00 AM,153.75,203.6666667,5,0,5,0,,
4,7,6,184,91-1,0,11/12/16,12:00:00 AM,11/22/16,1:00:00 PM,203.6666667,253,7,0,2,0,,
4,7,6,184,91-1,0,11/12/16,12:00:00 AM,11/24/16,10:45:00 AM,253,298.75,8,0,1,0,,
4,7,6,184,91-1,0,11/12/16,12:00:00 AM,11/26/16,8:45:00 AM,298.75,344.75,8,0,0,0,,
4,7,6,184,91-1,0,11/12/16,12:00:00 AM,11/28/16,12:00:00 PM,344.75,396,8,0,0,0,,
4,7,6,184,91-1,0,11/12/16,12:00:00 AM,11/30/16,1:00:00 PM,396,445,9,0,1,0,,
4,7,6,184,91-1,0,11/12/16,12:00:00 AM,12/2/16,9:00 PM,445,501,9,0,0,0,,
4,7,6,184,91-1,0,,,,,501,Inf,9,1,0,1,,
4,7,6,185,173-1,0,11/12/16,12:00:00 AM,11/14/16,11:30:00 AM,0,59.5,0,0,0,0,,
4,7,6,185,173-1,0,11/12/16,12:00:00 AM,11/16/16,11:20:00 AM,59.5,107.3333333,1,0,1,0,,
